,date,open,high,low,close,volume
2557,2022-02-04 14:22:00+05:30,3813.65,3814.35,3811.65,3813.55,5105
2558,2022-02-04 14:23:00+05:30,3814.0,3815.85,3811.35,3813.9,7226
2559,2022-02-04 14:24:00+05:30,3814.7,3814.7,3810.35,3813.3,4900
2560,2022-02-04 14:25:00+05:30,3813.95,3814.3,3812.0,3814.3,4590
2561,2022-02-04 14:26:00+05:30,3814.3,3815.45,3813.1,3814.9,6084
2562,2022-02-04 14:27:00+05:30,3815.5,3815.65,3812.85,3814.0,3693
2563,2022-02-04 14:28:00+05:30,3814.0,3815.35,3813.3,3815.35,4372
2564,2022-02-04 14:29:00+05:30,3815.35,3816.0,3813.7,3813.7,3387
2565,2022-02-04 14:30:00+05:30,3813.65,3815.95,3813.65,3815.7,3230
2566,2022-02-04 14:31:00+05:30,3815.7,3818.7,3815.7,3818.1,5242
